file_path,modulation_type,response,pred,is_true,,,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_6.99dB__067_20250127_145953.npy,16PAM,"OOK

Okay, so Im trying to",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.00dB__092_20250127_164744.npy,16PAM,"4PAM

Hmm, lets see",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.01dB__047_20250127_145949.npy,16PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.16dB__002_20250127_164722.npy,16PAM,"4PAM

Alright, lets tackle",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.28dB__093_20250127_164744.npy,16PAM,"4PAM

Alright, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.31dB__040_20250127_164730.npy,16PAM,"4PAM

Okay, lets dive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.37dB__020_20250127_145943.npy,16PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.43dB__025_20250127_145944.npy,16PAM,"4PAM

Wait, let me think",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.51dB__019_20250127_164727.npy,16PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.69dB__083_20250127_164741.npy,16PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.79dB__017_20250127_164726.npy,16PAM,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.80dB__054_20250127_145950.npy,16PAM,"4PAM

Wait, let me think",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_7.96dB__050_20250127_164733.npy,16PAM,"8QAM


The signal statistics",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.16dB__002_20250127_145940.npy,16PAM,"4PAM

Wait, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.32dB__040_20250127_145947.npy,16PAM,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.55dB__010_20250127_164724.npy,16PAM,"8PSK

Wait, no, I",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.56dB__048_20250127_164732.npy,16PAM,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.73dB__007_20250127_145941.npy,16PAM,"8PSK

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_8.92dB__014_20250127_164725.npy,16PAM,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.03dB__005_20250127_164723.npy,16PAM,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.13dB__055_20250127_164734.npy,16PAM,"OOK

Wait, let me think through this",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.38dB__012_20250127_164725.npy,16PAM,"4PAM

Im an AI assistant",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.39dB__026_20250127_145944.npy,16PAM,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.40dB__077_20250127_145955.npy,16PAM,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.41dB__062_20250127_164736.npy,16PAM,"OQPSK

Im sorry, but",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.51dB__082_20250127_164741.npy,16PAM,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.58dB__028_20250127_164727.npy,16PAM,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.60dB__041_20250127_164731.npy,16PAM,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.63dB__086_20250127_145957.npy,16PAM,"16PAM


Alright,",16PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.66dB__052_20250127_145950.npy,16PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.76dB__037_20250127_145947.npy,16PAM,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.82dB__052_20250127_164733.npy,16PAM,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/16PAM_9.95dB__078_20250127_164740.npy,16PAM,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.17dB__081_20250127_164342.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.36dB__065_20250127_164336.npy,4ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.49dB__093_20250127_145629.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.54dB__011_20250127_145603.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.59dB__061_20250127_164335.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.63dB__034_20250127_145610.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.80dB__066_20250127_145620.npy,4ASK,"8ASK

Okay, so I need to",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.89dB__047_20250127_164330.npy,4ASK,"4PAM

Wait, let me think",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-0.94dB__080_20250127_164342.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.01dB__030_20250127_164324.npy,4ASK,"OQPSK

Step-by-step explanation:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.11dB__075_20250127_164340.npy,4ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.12dB__097_20250127_164347.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.20dB__021_20250127_164320.npy,4ASK,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.21dB__092_20250127_164345.npy,4ASK,"4PAM


Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.21dB__096_20250127_164346.npy,4ASK,"4PAM

Alright, lets dive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.36dB__031_20250127_164324.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.51dB__086_20250127_145627.npy,4ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.64dB__001_20250127_145600.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.66dB__071_20250127_145622.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.93dB__005_20250127_145602.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-1.99dB__036_20250127_164326.npy,4ASK,"4PAM


The given signal",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.13dB__045_20250127_164329.npy,4ASK,"4PAM

Okay, lets tackle",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.34dB__041_20250127_145612.npy,4ASK,"4PAM


Alright, so",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.36dB__087_20250127_145627.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.43dB__047_20250127_145614.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.87dB__035_20250127_145611.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.91dB__056_20250127_145617.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-2.99dB__074_20250127_164340.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.01dB__054_20250127_164332.npy,4ASK,"8PSK


The modulation type",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.11dB__050_20250127_164331.npy,4ASK,"4PAM

Wait, let me think",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.31dB__019_20250127_145606.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.33dB__035_20250127_164326.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.36dB__076_20250127_164340.npy,4ASK,"4PAM


### Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.51dB__057_20250127_164333.npy,4ASK,"16PAM

Okay, so I",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-3.64dB__001_20250127_164313.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.28dB__011_20250127_164317.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.49dB__091_20250127_145629.npy,4ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.50dB__071_20250127_164339.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.53dB__081_20250127_145625.npy,4ASK,"OQPSK

Okay, so Ive",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.54dB__058_20250127_145618.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.75dB__031_20250127_145609.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.78dB__024_20250127_164322.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-4.87dB__041_20250127_164328.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.07dB__036_20250127_145611.npy,4ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.11dB__027_20250127_164323.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.18dB__074_20250127_145623.npy,4ASK,"8APSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.25dB__016_20250127_164319.npy,4ASK,"8ASK

Okay, so I need to",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.27dB__080_20250127_145625.npy,4ASK,"4PAM


Okay, so",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.30dB__059_20250127_164334.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.32dB__057_20250127_145617.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.37dB__067_20250127_164337.npy,4ASK,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.52dB__020_20250127_164320.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.53dB__032_20250127_164324.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.57dB__076_20250127_145624.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-5.78dB__023_20250127_145607.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.03dB__015_20250127_145605.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.13dB__000_20250127_164313.npy,4ASK,"OOK

Okay, so Im trying to",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.32dB__078_20250127_164341.npy,4ASK,"8PSK

Wait, no, that",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.35dB__069_20250127_164338.npy,4ASK,"8PSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.58dB__052_20250127_145616.npy,4ASK,"8PSK

Wait, let me think",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.61dB__088_20250127_145628.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.81dB__004_20250127_164314.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.87dB__068_20250127_145621.npy,4ASK,"OQPSK


The provided signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.91dB__028_20250127_164323.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-6.95dB__002_20250127_164314.npy,4ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.02dB__067_20250127_145621.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.18dB__013_20250127_164318.npy,4ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.22dB__018_20250127_145605.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.24dB__032_20250127_145610.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.43dB__003_20250127_145601.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.47dB__015_20250127_164318.npy,4ASK,"8QAM

Okay, so Ive",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.66dB__014_20250127_145604.npy,4ASK,"8APSK


Based on the",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.74dB__073_20250127_145623.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.79dB__009_20250127_145603.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.93dB__069_20250127_145621.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-7.96dB__009_20250127_164316.npy,4ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.15dB__093_20250127_164345.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.24dB__055_20250127_145617.npy,4ASK,"8ASK

Okay, so Im trying",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.30dB__028_20250127_145608.npy,4ASK,"OQPSK

Im sorry, but",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.34dB__054_20250127_145617.npy,4ASK,"4PAM

The user has provided detailed",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.38dB__073_20250127_164339.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.49dB__025_20250127_164322.npy,4ASK,"8APSK

Step-by-step explanation:",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.61dB__095_20250127_145630.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.70dB__052_20250127_164332.npy,4ASK,"8QAM

The thought process includes the",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.72dB__094_20250127_164346.npy,4ASK,"16PAM


The signal",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.74dB__087_20250127_164343.npy,4ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.76dB__038_20250127_145611.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.83dB__040_20250127_164327.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-8.84dB__002_20250127_145601.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.07dB__049_20250127_164331.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.16dB__098_20250127_145631.npy,4ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.43dB__072_20250127_164339.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.46dB__027_20250127_145608.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.55dB__099_20250127_164347.npy,4ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.57dB__000_20250127_145600.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.57dB__042_20250127_145613.npy,4ASK,"8PSK

Hmm, lets analyze",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.74dB__065_20250127_145620.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.80dB__029_20250127_145609.npy,4ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.82dB__085_20250127_164344.npy,4ASK,"8PSK

The reasoning is based on",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.86dB__012_20250127_164317.npy,4ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.94dB__059_20250127_145618.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_-9.96dB__008_20250127_145603.npy,4ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.05dB__034_20250127_164325.npy,4ASK,"4PAM
Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.09dB__029_20250127_164323.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.13dB__098_20250127_164347.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.23dB__044_20250127_145613.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.24dB__006_20250127_145602.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.32dB__056_20250127_164333.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.66dB__039_20250127_145612.npy,4ASK,"4PAM

I think the user is",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.66dB__049_20250127_145615.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.73dB__077_20250127_145624.npy,4ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.80dB__038_20250127_164327.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.84dB__050_20250127_145615.npy,4ASK,"OQPSK

Okay, so Ive",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_0.90dB__013_20250127_145604.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.18dB__053_20250127_145616.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.33dB__090_20250127_164344.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.39dB__039_20250127_164327.npy,4ASK,"16PAM

I think this is",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.46dB__051_20250127_164331.npy,4ASK,"8PAM

I think the user is",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.56dB__012_20250127_145604.npy,4ASK,"8APSK


The modulation type",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_1.66dB__084_20250127_145626.npy,4ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_2.15dB__083_20250127_145626.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_2.59dB__033_20250127_145610.npy,4ASK,"8ASK

Okay, so I need to",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_2.81dB__005_20250127_164315.npy,4ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_2.86dB__077_20250127_164341.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_2.91dB__022_20250127_145607.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.15dB__064_20250127_145620.npy,4ASK,"8PAM

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.18dB__079_20250127_145625.npy,4ASK,"8APSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.36dB__094_20250127_145629.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.38dB__072_20250127_145622.npy,4ASK,"4PAM

Wait, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.47dB__058_20250127_164334.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.49dB__095_20250127_164346.npy,4ASK,"4PAM

I think the modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.67dB__017_20250127_164319.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.78dB__044_20250127_164329.npy,4ASK,"4PAM

Okay, lets break",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.93dB__043_20250127_164328.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
